Latitude,Longitude,U,Th,K
88.5,141.5,1.296,1.206,5.483
88.5,142.5,1.294,1.204,5.476
88.5,143.5,1.292,1.202,5.470
88.5,144.5,1.290,1.200,5.462
88.5,145.5,1.288,1.198,5.455
88.5,146.5,1.285,1.195,5.444
88.5,147.5,1.282,1.191,5.430
88.5,148.5,1.275,1.184,5.404
88.5,149.5,1.274,1.183,5.400
88.5,150.5,1.273,1.182,5.395
88.5,151.5,1.272,1.181,5.392
88.5,152.5,1.265,1.174,5.368
88.5,153.5,1.262,1.171,5.356
88.5,154.5,1.260,1.168,5.347
88.5,155.5,1.259,1.167,5.343
88.5,156.5,1.258,1.166,5.340
88.5,157.5,1.257,1.166,5.338
88.5,158.5,1.257,1.165,5.337
88.5,159.5,1.257,1.165,5.337
88.5,160.5,1.257,1.165,5.337
88.5,161.5,1.257,1.165,5.338
88.5,162.5,1.257,1.165,5.339
88.5,163.5,1.257,1.166,5.340
88.5,164.5,1.258,1.166,5.342
88.5,165.5,1.258,1.166,5.344
88.5,166.5,1.259,1.167,5.347
88.5,167.5,1.259,1.167,5.349
88.5,168.5,1.260,1.168,5.352
88.5,169.5,1.261,1.169,5.356
88.5,170.5,1.262,1.170,5.359
88.5,171.5,1.262,1.170,5.364
88.5,172.5,1.263,1.171,5.368
88.5,173.5,1.265,1.172,5.373
88.5,174.5,1.266,1.173,5.377
88.5,175.5,1.267,1.175,5.383
88.5,176.5,1.268,1.176,5.389
88.5,177.5,1.270,1.177,5.395
88.5,178.5,1.271,1.179,5.401
88.5,179.5,1.301,1.208,5.515
87.5,-179.5,1.312,1.224,5.551
87.5,-178.5,1.268,1.181,5.386
87.5,-177.5,1.270,1.182,5.392
87.5,-176.5,1.271,1.184,5.400
87.5,-175.5,1.273,1.186,5.409
87.5,-174.5,1.276,1.188,5.418
87.5,-173.5,1.278,1.189,5.427
87.5,-172.5,1.279,1.191,5.434
87.5,-171.5,1.280,1.192,5.439
87.5,-170.5,1.283,1.194,5.451
87.5,-169.5,1.287,1.197,5.466
87.5,-168.5,1.291,1.201,5.482
87.5,-167.5,1.294,1.203,5.495
87.5,-166.5,1.298,1.208,5.515
87.5,-165.5,1.305,1.214,5.542
87.5,-164.5,1.313,1.221,5.574
87.5,-163.5,1.323,1.230,5.615
87.5,-162.5,1.335,1.241,5.666
87.5,-161.5,1.351,1.256,5.732
87.5,-160.5,1.373,1.276,5.821
87.5,-159.5,1.404,1.304,5.947
87.5,-158.5,1.453,1.348,6.138
87.5,-157.5,1.537,1.423,6.457
87.5,-156.5,1.566,1.450,6.575
87.5,-155.5,1.599,1.479,6.702
87.5,-154.5,1.628,1.506,6.819
87.5,-153.5,1.713,1.582,7.142
87.5,-152.5,1.762,1.626,7.335
87.5,-151.5,1.796,1.656,7.471
87.5,-150.5,1.818,1.676,7.561
87.5,-149.5,1.836,1.692,7.632
87.5,-148.5,1.847,1.703,7.681
87.5,-147.5,1.859,1.713,7.728
87.5,-146.5,1.867,1.720,7.761
87.5,-145.5,1.873,1.725,7.787
87.5,-144.5,1.876,1.728,7.801
87.5,-143.5,1.879,1.731,7.815
87.5,-142.5,1.881,1.732,7.823
87.5,-141.5,1.883,1.734,7.832
87.5,-140.5,1.883,1.734,7.830
87.5,-139.5,1.881,1.732,7.822
87.5,-138.5,1.876,1.728,7.805
87.5,-137.5,1.871,1.723,7.781
87.5,-136.5,1.862,1.714,7.744
87.5,-135.5,1.848,1.702,7.691
87.5,-134.5,1.828,1.684,7.609
87.5,-133.5,1.797,1.656,7.486
87.5,-132.5,1.746,1.610,7.284
87.5,-131.5,1.651,1.525,6.926
87.5,-130.5,1.621,1.498,6.810
87.5,-129.5,1.590,1.470,6.684
87.5,-128.5,1.560,1.443,6.567
87.5,-127.5,1.464,1.357,6.206
87.5,-126.5,1.412,1.311,6.004
87.5,-125.5,1.381,1.282,5.876
87.5,-124.5,1.360,1.263,5.791
87.5,-123.5,1.345,1.250,5.731
87.5,-122.5,1.335,1.241,5.690
87.5,-121.5,1.330,1.237,5.668
87.5,-120.5,1.323,1.231,5.642
87.5,-119.5,1.318,1.227,5.622
87.5,-118.5,1.314,1.223,5.606
87.5,-117.5,1.314,1.223,5.604
87.5,-116.5,1.312,1.222,5.597
87.5,-115.5,1.310,1.220,5.590
87.5,-114.5,1.308,1.219,5.582
87.5,-113.5,1.306,1.217,5.574
87.5,-112.5,1.304,1.215,5.567
87.5,-111.5,1.302,1.213,5.559
87.5,-110.5,1.300,1.212,5.554
87.5,-109.5,1.299,1.211,5.549
87.5,-108.5,1.298,1.210,5.546
87.5,-107.5,1.297,1.208,5.540
87.5,-106.5,1.296,1.208,5.537
87.5,-105.5,1.295,1.207,5.535
87.5,-104.5,1.295,1.207,5.534
87.5,-103.5,1.294,1.206,5.533
87.5,-102.5,1.294,1.206,5.532
87.5,-101.5,1.293,1.205,5.531
87.5,-100.5,1.294,1.206,5.532
87.5,-99.5,1.294,1.206,5.534
87.5,-98.5,1.294,1.206,5.536
87.5,-97.5,1.294,1.206,5.536
87.5,-96.5,1.295,1.207,5.538
87.5,-95.5,1.295,1.208,5.542
87.5,-94.5,1.296,1.208,5.545
87.5,-93.5,1.297,1.209,5.550
87.5,-92.5,1.298,1.211,5.555
87.5,-91.5,1.300,1.212,5.560
87.5,-90.5,1.301,1.213,5.565
87.5,-89.5,1.302,1.215,5.571
87.5,-88.5,1.304,1.216,5.577
87.5,-87.5,1.305,1.218,5.584
87.5,-86.5,1.307,1.220,5.592
87.5,-85.5,1.309,1.222,5.600
87.5,-84.5,1.312,1.224,5.610
87.5,-83.5,1.315,1.228,5.623
87.5,-82.5,1.320,1.233,5.642
87.5,-81.5,1.328,1.242,5.676
87.5,-80.5,1.332,1.245,5.689
87.5,-79.5,1.335,1.248,5.702
87.5,-78.5,1.338,1.252,5.715
87.5,-77.5,1.347,1.261,5.750
87.5,-76.5,1.352,1.267,5.770
87.5,-75.5,1.356,1.270,5.786
87.5,-74.5,1.360,1.274,5.800
87.5,-73.5,1.363,1.278,5.814
87.5,-72.5,1.368,1.282,5.831
87.5,-71.5,1.375,1.290,5.859
87.5,-70.5,1.378,1.293,5.870
87.5,-69.5,1.381,1.296,5.882
87.5,-68.5,1.384,1.298,5.892
87.5,-67.5,1.390,1.305,5.918
87.5,-66.5,1.393,1.308,5.930
87.5,-65.5,1.396,1.310,5.938
87.5,-64.5,1.396,1.310,5.940
87.5,-63.5,1.395,1.310,5.938
87.5,-62.5,1.392,1.306,5.924
87.5,-61.5,1.383,1.296,5.890
87.5,-60.5,1.381,1.294,5.883
87.5,-59.5,1.379,1.292,5.875
87.5,-58.5,1.377,1.290,5.867
87.5,-57.5,1.367,1.279,5.828
87.5,-56.5,1.363,1.275,5.811
87.5,-55.5,1.360,1.272,5.800
87.5,-54.5,1.358,1.270,5.794
87.5,-53.5,1.357,1.269,5.788
87.5,-52.5,1.356,1.268,5.785
87.5,-51.5,1.355,1.267,5.781
87.5,-50.5,1.354,1.266,5.778
87.5,-49.5,1.353,1.265,5.774
87.5,-48.5,1.353,1.265,5.772
87.5,-47.5,1.352,1.264,5.769
87.5,-46.5,1.351,1.264,5.768
87.5,-45.5,1.351,1.264,5.766
87.5,-44.5,1.351,1.264,5.766
87.5,-43.5,1.351,1.264,5.768
87.5,-42.5,1.353,1.266,5.774
87.5,-41.5,1.356,1.270,5.787
87.5,-40.5,1.357,1.271,5.789
87.5,-39.5,1.357,1.271,5.790
87.5,-38.5,1.358,1.272,5.793
87.5,-37.5,1.362,1.276,5.806
87.5,-36.5,1.363,1.278,5.813
87.5,-35.5,1.364,1.279,5.815
87.5,-34.5,1.364,1.280,5.817
87.5,-33.5,1.365,1.280,5.819
87.5,-32.5,1.367,1.283,5.827
87.5,-31.5,1.371,1.287,5.841
87.5,-30.5,1.371,1.287,5.840
87.5,-29.5,1.371,1.287,5.840
87.5,-28.5,1.371,1.288,5.842
87.5,-27.5,1.375,1.292,5.855
87.5,-26.5,1.376,1.293,5.860
87.5,-25.5,1.376,1.293,5.859
87.5,-24.5,1.376,1.293,5.857
87.5,-23.5,1.375,1.292,5.853
87.5,-22.5,1.374,1.291,5.850
87.5,-21.5,1.373,1.290,5.845
87.5,-20.5,1.372,1.289,5.839
87.5,-19.5,1.370,1.288,5.833
87.5,-18.5,1.369,1.286,5.827
87.5,-17.5,1.367,1.285,5.820
87.5,-16.5,1.366,1.283,5.813
87.5,-15.5,1.364,1.281,5.805
87.5,-14.5,1.362,1.279,5.797
87.5,-13.5,1.359,1.277,5.786
87.5,-12.5,1.356,1.273,5.774
87.5,-11.5,1.352,1.269,5.756
87.5,-10.5,1.349,1.266,5.746
87.5,-9.5,1.347,1.263,5.734
87.5,-8.5,1.344,1.261,5.723
87.5,-7.5,1.339,1.256,5.704
87.5,-6.5,1.336,1.252,5.689
87.5,-5.5,1.332,1.249,5.675
87.5,-4.5,1.329,1.245,5.662
87.5,-3.5,1.325,1.241,5.646
87.5,-2.5,1.321,1.236,5.627
87.5,-1.5,1.313,1.228,5.597
87.5,-0.5,1.310,1.225,5.583
87.5,0.5,1.306,1.221,5.569
87.5,1.5,1.303,1.218,5.556
87.5,2.5,1.296,1.210,5.526
87.5,3.5,1.290,1.205,5.505
87.5,4.5,1.287,1.201,5.490
87.5,5.5,1.284,1.197,5.476
87.5,6.5,1.280,1.194,5.461
87.5,7.5,1.275,1.188,5.441
87.5,8.5,1.267,1.180,5.411
87.5,9.5,1.264,1.177,5.398
87.5,10.5,1.261,1.174,5.384
87.5,11.5,1.258,1.170,5.372
87.5,12.5,1.250,1.163,5.343
87.5,13.5,1.246,1.158,5.325
87.5,14.5,1.243,1.155,5.313
87.5,15.5,1.241,1.153,5.302
87.5,16.5,1.238,1.151,5.294
87.5,17.5,1.236,1.149,5.286
87.5,18.5,1.235,1.147,5.279
87.5,19.5,1.233,1.145,5.272
87.5,20.5,1.232,1.144,5.267
87.5,21.5,1.231,1.143,5.261
87.5,22.5,1.229,1.141,5.255
87.5,23.5,1.228,1.140,5.249
87.5,24.5,1.227,1.139,5.244
87.5,25.5,1.226,1.138,5.238
87.5,26.5,1.224,1.136,5.233
87.5,27.5,1.223,1.134,5.225
87.5,28.5,1.219,1.130,5.210
87.5,29.5,1.218,1.129,5.204
87.5,30.5,1.216,1.127,5.198
87.5,31.5,1.216,1.126,5.194
87.5,32.5,1.213,1.123,5.181
87.5,33.5,1.211,1.121,5.173
87.5,34.5,1.209,1.119,5.166
87.5,35.5,1.208,1.118,5.160
87.5,36.5,1.207,1.117,5.157
87.5,37.5,1.206,1.116,5.153
87.5,38.5,1.205,1.114,5.147
87.5,39.5,1.204,1.113,5.142
87.5,40.5,1.203,1.112,5.139
87.5,41.5,1.203,1.112,5.136
87.5,42.5,1.202,1.111,5.132
87.5,43.5,1.201,1.110,5.129
87.5,44.5,1.201,1.109,5.127
87.5,45.5,1.200,1.109,5.125
87.5,46.5,1.200,1.109,5.123
87.5,47.5,1.200,1.108,5.122
87.5,48.5,1.200,1.108,5.120
87.5,49.5,1.200,1.108,5.119
87.5,50.5,1.199,1.108,5.117
87.5,51.5,1.199,1.107,5.115
87.5,52.5,1.199,1.107,5.114
87.5,53.5,1.198,1.107,5.112
87.5,54.5,1.198,1.106,5.111
87.5,55.5,1.198,1.106,5.109
87.5,56.5,1.198,1.106,5.110
87.5,57.5,1.199,1.107,5.113
87.5,58.5,1.200,1.109,5.119
87.5,59.5,1.200,1.109,5.118
87.5,60.5,1.201,1.109,5.119
87.5,61.5,1.201,1.110,5.121
87.5,62.5,1.203,1.112,5.128
87.5,63.5,1.204,1.112,5.129
87.5,64.5,1.204,1.113,5.132
87.5,65.5,1.205,1.114,5.135
87.5,66.5,1.206,1.114,5.137
87.5,67.5,1.207,1.115,5.139
87.5,68.5,1.208,1.117,5.146
87.5,69.5,1.209,1.118,5.147
87.5,70.5,1.209,1.118,5.148
87.5,71.5,1.209,1.118,5.149
87.5,72.5,1.211,1.120,5.155
87.5,73.5,1.211,1.121,5.157
87.5,74.5,1.211,1.121,5.158
87.5,75.5,1.212,1.122,5.159
87.5,76.5,1.212,1.122,5.160
87.5,77.5,1.212,1.123,5.161
87.5,78.5,1.213,1.124,5.166
87.5,79.5,1.214,1.125,5.167
87.5,80.5,1.214,1.125,5.169
87.5,81.5,1.214,1.126,5.170
87.5,82.5,1.216,1.128,5.177
87.5,83.5,1.217,1.129,5.182
87.5,84.5,1.219,1.130,5.186
87.5,85.5,1.220,1.132,5.192
87.5,86.5,1.222,1.134,5.201
87.5,87.5,1.226,1.139,5.216
87.5,88.5,1.234,1.147,5.246
87.5,89.5,1.236,1.149,5.254
87.5,90.5,1.238,1.152,5.263
87.5,91.5,1.241,1.154,5.271
87.5,92.5,1.249,1.162,5.303
87.5,93.5,1.253,1.167,5.319
87.5,94.5,1.256,1.170,5.329
87.5,95.5,1.257,1.172,5.336
87.5,96.5,1.259,1.173,5.342
87.5,97.5,1.261,1.176,5.350
87.5,98.5,1.264,1.179,5.362
87.5,99.5,1.265,1.180,5.366
87.5,100.5,1.266,1.181,5.369
87.5,101.5,1.267,1.182,5.372
87.5,102.5,1.270,1.185,5.383
87.5,103.5,1.271,1.186,5.389
87.5,104.5,1.272,1.187,5.392
87.5,105.5,1.273,1.188,5.396
87.5,106.5,1.274,1.189,5.399
87.5,107.5,1.275,1.190,5.403
87.5,108.5,1.277,1.192,5.410
87.5,109.5,1.278,1.193,5.412
87.5,110.5,1.278,1.193,5.414
87.5,111.5,1.279,1.194,5.416
87.5,112.5,1.281,1.196,5.422
87.5,113.5,1.282,1.196,5.426
87.5,114.5,1.282,1.197,5.427
87.5,115.5,1.282,1.197,5.427
87.5,116.5,1.282,1.196,5.426
87.5,117.5,1.281,1.195,5.423
87.5,118.5,1.280,1.194,5.416
87.5,119.5,1.279,1.193,5.414
87.5,120.5,1.278,1.192,5.411
87.5,121.5,1.278,1.191,5.408
87.5,122.5,1.276,1.189,5.400
87.5,123.5,1.274,1.187,5.393
87.5,124.5,1.273,1.185,5.387
87.5,125.5,1.271,1.183,5.379
87.5,126.5,1.268,1.180,5.369
87.5,127.5,1.264,1.176,5.352
87.5,128.5,1.256,1.167,5.320
87.5,129.5,1.253,1.164,5.310
87.5,130.5,1.251,1.162,5.302
87.5,131.5,1.249,1.159,5.293
87.5,132.5,1.241,1.151,5.263
87.5,133.5,1.237,1.146,5.246
87.5,134.5,1.236,1.144,5.240
87.5,135.5,1.233,1.142,5.232
87.5,136.5,1.232,1.140,5.227
87.5,137.5,1.229,1.137,5.213
87.5,138.5,1.223,1.130,5.190
87.5,139.5,1.221,1.128,5.183
87.5,140.5,1.219,1.126,5.176
87.5,141.5,1.217,1.124,5.169
87.5,142.5,1.210,1.117,5.140
87.5,143.5,1.207,1.113,5.128
87.5,144.5,1.204,1.111,5.119
87.5,145.5,1.203,1.110,5.115
87.5,146.5,1.202,1.109,5.112
87.5,147.5,1.203,1.110,5.114
87.5,148.5,1.205,1.112,5.122
87.5,149.5,1.205,1.113,5.123
87.5,150.5,1.205,1.113,5.124
87.5,151.5,1.205,1.113,5.126
87.5,152.5,1.208,1.116,5.137
87.5,153.5,1.209,1.118,5.143
87.5,154.5,1.210,1.119,5.146
87.5,155.5,1.211,1.120,5.150
87.5,156.5,1.212,1.121,5.155
87.5,157.5,1.214,1.124,5.163
87.5,158.5,1.217,1.127,5.177
87.5,159.5,1.219,1.129,5.182
87.5,160.5,1.220,1.130,5.188
87.5,161.5,1.221,1.132,5.194
87.5,162.5,1.225,1.136,5.209
87.5,163.5,1.228,1.139,5.219
87.5,164.5,1.229,1.141,5.227
87.5,165.5,1.231,1.143,5.235
87.5,166.5,1.233,1.145,5.243
87.5,167.5,1.236,1.148,5.253
87.5,168.5,1.240,1.152,5.270
87.5,169.5,1.242,1.154,5.277
87.5,170.5,1.244,1.156,5.285
87.5,171.5,1.245,1.158,5.293
87.5,172.5,1.250,1.162,5.311
87.5,173.5,1.253,1.165,5.322
87.5,174.5,1.255,1.168,5.331
87.5,175.5,1.257,1.170,5.339
87.5,176.5,1.259,1.172,5.348
87.5,177.5,1.261,1.173,5.355
87.5,178.5,1.262,1.175,5.361
87.5,179.5,1.306,1.219,5.531
86.5,-179.5,1.362,1.280,5.742
86.5,-178.5,1.299,1.216,5.500
86.5,-177.5,1.299,1.216,5.502
86.5,-176.5,1.299,1.217,5.503
86.5,-175.5,1.299,1.216,5.502
86.5,-174.5,1.297,1.214,5.497
86.5,-173.5,1.293,1.209,5.480
86.5,-172.5,1.292,1.208,5.477
86.5,-171.5,1.290,1.207,5.473
86.5,-170.5,1.290,1.206,5.471
86.5,-169.5,1.286,1.202,5.457
86.5,-168.5,1.285,1.201,5.456
86.5,-167.5,1.286,1.201,5.461
86.5,-166.5,1.288,1.202,5.467
86.5,-165.5,1.289,1.203,5.472
86.5,-164.5,1.292,1.206,5.488
86.5,-163.5,1.297,1.211,5.508
86.5,-162.5,1.304,1.217,5.537
86.5,-161.5,1.312,1.224,5.571
86.5,-160.5,1.326,1.237,5.627
86.5,-159.5,1.347,1.256,5.714
86.5,-158.5,1.382,1.289,5.855
86.5,-157.5,1.447,1.349,6.112
86.5,-156.5,1.481,1.379,6.245
86.5,-155.5,1.518,1.414,6.393
86.5,-154.5,1.550,1.444,6.522
86.5,-153.5,1.618,1.506,6.789
86.5,-152.5,1.657,1.543,6.947
86.5,-151.5,1.682,1.567,7.048
86.5,-150.5,1.697,1.582,7.111
86.5,-149.5,1.713,1.598,7.175
86.5,-148.5,1.728,1.612,7.233
86.5,-147.5,1.739,1.624,7.280
86.5,-146.5,1.748,1.633,7.314
86.5,-145.5,1.757,1.643,7.351
86.5,-144.5,1.766,1.652,7.384
86.5,-143.5,1.773,1.659,7.413
86.5,-142.5,1.779,1.665,7.437
86.5,-141.5,1.784,1.671,7.458
86.5,-140.5,1.787,1.673,7.469
86.5,-139.5,1.789,1.675,7.476
86.5,-138.5,1.788,1.675,7.475
86.5,-137.5,1.787,1.674,7.469
86.5,-136.5,1.782,1.671,7.452
86.5,-135.5,1.775,1.664,7.423
86.5,-134.5,1.763,1.652,7.373
86.5,-133.5,1.743,1.633,7.294
86.5,-132.5,1.711,1.604,7.166
86.5,-131.5,1.652,1.550,6.935
86.5,-130.5,1.622,1.522,6.816
86.5,-129.5,1.586,1.489,6.677
86.5,-128.5,1.554,1.458,6.550
86.5,-127.5,1.491,1.401,6.303
86.5,-126.5,1.451,1.363,6.146
86.5,-125.5,1.415,1.329,6.005
86.5,-124.5,1.395,1.309,5.925
86.5,-123.5,1.378,1.292,5.856
86.5,-122.5,1.364,1.278,5.801
86.5,-121.5,1.342,1.257,5.719
86.5,-120.5,1.330,1.245,5.674
86.5,-119.5,1.322,1.237,5.643
86.5,-118.5,1.316,1.230,5.619
86.5,-117.5,1.309,1.223,5.593
86.5,-116.5,1.305,1.219,5.578
86.5,-115.5,1.301,1.216,5.565
86.5,-114.5,1.299,1.213,5.555
86.5,-113.5,1.294,1.209,5.539
86.5,-112.5,1.292,1.206,5.531
86.5,-111.5,1.290,1.205,5.526
86.5,-110.5,1.289,1.203,5.522
86.5,-109.5,1.287,1.201,5.515
86.5,-108.5,1.286,1.201,5.515
86.5,-107.5,1.286,1.200,5.514
86.5,-106.5,1.286,1.200,5.516
86.5,-105.5,1.285,1.200,5.513
86.5,-104.5,1.286,1.200,5.517
86.5,-103.5,1.287,1.201,5.523
86.5,-102.5,1.289,1.203,5.532
86.5,-101.5,1.292,1.207,5.545
86.5,-100.5,1.294,1.209,5.555
86.5,-99.5,1.297,1.212,5.567
86.5,-98.5,1.300,1.215,5.580
86.5,-97.5,1.304,1.219,5.596
86.5,-96.5,1.307,1.222,5.610
86.5,-95.5,1.311,1.226,5.625
86.5,-94.5,1.315,1.230,5.642
86.5,-93.5,1.320,1.236,5.666
86.5,-92.5,1.324,1.240,5.682
86.5,-91.5,1.329,1.245,5.701
86.5,-90.5,1.333,1.249,5.719
86.5,-89.5,1.339,1.255,5.744
86.5,-88.5,1.344,1.260,5.763
86.5,-87.5,1.348,1.265,5.781
86.5,-86.5,1.353,1.270,5.800
86.5,-85.5,1.358,1.275,5.823
86.5,-84.5,1.363,1.281,5.844
86.5,-83.5,1.369,1.286,5.866
86.5,-82.5,1.375,1.292,5.890
86.5,-81.5,1.382,1.300,5.920
86.5,-80.5,1.391,1.310,5.955
86.5,-79.5,1.403,1.321,6.001
86.5,-78.5,1.420,1.340,6.070
86.5,-77.5,1.454,1.375,6.199
86.5,-76.5,1.470,1.392,6.264
86.5,-75.5,1.489,1.412,6.339
86.5,-74.5,1.506,1.429,6.405
86.5,-73.5,1.540,1.465,6.538
86.5,-72.5,1.560,1.485,6.612
86.5,-71.5,1.574,1.500,6.669
86.5,-70.5,1.588,1.514,6.722
86.5,-69.5,1.607,1.533,6.795
86.5,-68.5,1.616,1.542,6.830
86.5,-67.5,1.626,1.552,6.868
86.5,-66.5,1.632,1.559,6.894
86.5,-65.5,1.645,1.572,6.943
86.5,-64.5,1.647,1.574,6.952
86.5,-63.5,1.643,1.568,6.933
86.5,-62.5,1.626,1.550,6.867
86.5,-61.5,1.584,1.506,6.706
86.5,-60.5,1.567,1.488,6.640
86.5,-59.5,1.546,1.466,6.559
86.5,-58.5,1.528,1.447,6.488
86.5,-57.5,1.484,1.400,6.317
86.5,-56.5,1.464,1.379,6.238
86.5,-55.5,1.453,1.367,6.196
86.5,-54.5,1.447,1.360,6.172
86.5,-53.5,1.443,1.356,6.157
86.5,-52.5,1.441,1.354,6.149
86.5,-51.5,1.439,1.352,6.143
86.5,-50.5,1.439,1.352,6.141
86.5,-49.5,1.438,1.351,6.138
86.5,-48.5,1.438,1.351,6.138
86.5,-47.5,1.438,1.350,6.135
86.5,-46.5,1.437,1.349,6.132
86.5,-45.5,1.434,1.345,6.118
86.5,-44.5,1.433,1.344,6.116
86.5,-43.5,1.432,1.343,6.111
86.5,-42.5,1.431,1.342,6.107
86.5,-41.5,1.428,1.338,6.093
86.5,-40.5,1.427,1.338,6.091
86.5,-39.5,1.428,1.339,6.094
86.5,-38.5,1.431,1.341,6.104
86.5,-37.5,1.437,1.348,6.127
86.5,-36.5,1.440,1.350,6.137
86.5,-35.5,1.443,1.353,6.147
86.5,-34.5,1.445,1.356,6.155
86.5,-33.5,1.451,1.362,6.176
86.5,-32.5,1.453,1.364,6.184
86.5,-31.5,1.454,1.365,6.185
86.5,-30.5,1.454,1.365,6.184
86.5,-29.5,1.453,1.364,6.180
86.5,-28.5,1.452,1.363,6.175
86.5,-27.5,1.450,1.361,6.168
86.5,-26.5,1.449,1.360,6.161
86.5,-25.5,1.447,1.358,6.152
86.5,-24.5,1.445,1.355,6.142
86.5,-23.5,1.442,1.353,6.131
86.5,-22.5,1.440,1.350,6.119
86.5,-21.5,1.437,1.347,6.106
86.5,-20.5,1.433,1.344,6.092
86.5,-19.5,1.430,1.340,6.076
86.5,-18.5,1.426,1.336,6.059
86.5,-17.5,1.421,1.331,6.040
86.5,-16.5,1.416,1.326,6.020
86.5,-15.5,1.410,1.320,5.994
86.5,-14.5,1.402,1.312,5.962
86.5,-13.5,1.390,1.299,5.912
86.5,-12.5,1.381,1.291,5.878
86.5,-11.5,1.372,1.281,5.841
86.5,-10.5,1.363,1.272,5.805
86.5,-9.5,1.349,1.258,5.750
86.5,-8.5,1.339,1.249,5.712
86.5,-7.5,1.332,1.241,5.682
86.5,-6.5,1.325,1.235,5.654
86.5,-5.5,1.318,1.228,5.626
86.5,-4.5,1.312,1.222,5.601
86.5,-3.5,1.306,1.216,5.578
86.5,-2.5,1.301,1.211,5.556
86.5,-1.5,1.295,1.205,5.532
86.5,-0.5,1.290,1.200,5.512
86.5,0.5,1.286,1.195,5.492
86.5,1.5,1.281,1.191,5.473
86.5,2.5,1.276,1.186,5.452
86.5,3.5,1.272,1.181,5.435
86.5,4.5,1.268,1.177,5.419
86.5,5.5,1.264,1.174,5.403
86.5,6.5,1.260,1.169,5.385
86.5,7.5,1.256,1.166,5.370
86.5,8.5,1.253,1.162,5.356
86.5,9.5,1.250,1.159,5.342
86.5,10.5,1.246,1.155,5.327
86.5,11.5,1.243,1.152,5.314
86.5,12.5,1.240,1.149,5.302
86.5,13.5,1.237,1.146,5.289
86.5,14.5,1.234,1.143,5.276
86.5,15.5,1.232,1.141,5.266
86.5,16.5,1.230,1.139,5.258
86.5,17.5,1.228,1.138,5.252
86.5,18.5,1.227,1.137,5.247
86.5,19.5,1.226,1.136,5.241
86.5,20.5,1.225,1.135,5.237
86.5,21.5,1.224,1.134,5.232
86.5,22.5,1.224,1.133,5.230
86.5,23.5,1.224,1.133,5.227
86.5,24.5,1.223,1.132,5.223
86.5,25.5,1.222,1.131,5.218
86.5,26.5,1.221,1.130,5.212
86.5,27.5,1.220,1.129,5.208
86.5,28.5,1.219,1.128,5.204
86.5,29.5,1.218,1.127,5.200
86.5,30.5,1.217,1.126,5.195
86.5,31.5,1.216,1.125,5.189
86.5,32.5,1.215,1.124,5.185
86.5,33.5,1.214,1.123,5.182
86.5,34.5,1.213,1.121,5.175
86.5,35.5,1.211,1.120,5.170
86.5,36.5,1.211,1.119,5.166
86.5,37.5,1.210,1.119,5.164
86.5,38.5,1.209,1.117,5.158
86.5,39.5,1.208,1.117,5.155
86.5,40.5,1.208,1.117,5.153
86.5,41.5,1.209,1.117,5.154
86.5,42.5,1.210,1.118,5.158
86.5,43.5,1.210,1.118,5.159
86.5,44.5,1.211,1.119,5.160
86.5,45.5,1.211,1.120,5.161
86.5,46.5,1.212,1.121,5.165
86.5,47.5,1.213,1.121,5.167
86.5,48.5,1.213,1.122,5.167
86.5,49.5,1.213,1.122,5.167
86.5,50.5,1.213,1.122,5.167
86.5,51.5,1.213,1.122,5.167
86.5,52.5,1.213,1.122,5.167
86.5,53.5,1.213,1.122,5.166
86.5,54.5,1.214,1.122,5.166
86.5,55.5,1.214,1.122,5.165
86.5,56.5,1.214,1.122,5.165
86.5,57.5,1.214,1.122,5.166
86.5,58.5,1.214,1.123,5.167
86.5,59.5,1.214,1.123,5.167
86.5,60.5,1.215,1.123,5.167
86.5,61.5,1.214,1.123,5.166
86.5,62.5,1.215,1.123,5.167
86.5,63.5,1.215,1.123,5.166
86.5,64.5,1.214,1.123,5.164
86.5,65.5,1.214,1.122,5.161
86.5,66.5,1.212,1.121,5.157
86.5,67.5,1.212,1.120,5.154
86.5,68.5,1.211,1.119,5.150
86.5,69.5,1.210,1.118,5.146
86.5,70.5,1.209,1.117,5.141
86.5,71.5,1.208,1.116,5.138
86.5,72.5,1.207,1.115,5.134
86.5,73.5,1.207,1.114,5.131
86.5,74.5,1.206,1.114,5.128
86.5,75.5,1.205,1.113,5.125
86.5,76.5,1.205,1.112,5.123
86.5,77.5,1.204,1.112,5.120
86.5,78.5,1.204,1.111,5.118
86.5,79.5,1.203,1.111,5.117
86.5,80.5,1.203,1.111,5.116
86.5,81.5,1.204,1.112,5.119
86.5,82.5,1.206,1.114,5.126
86.5,83.5,1.206,1.114,5.127
86.5,84.5,1.207,1.115,5.130
86.5,85.5,1.208,1.116,5.133
86.5,86.5,1.210,1.118,5.141
86.5,87.5,1.210,1.119,5.142
86.5,88.5,1.210,1.119,5.144
86.5,89.5,1.212,1.120,5.148
86.5,90.5,1.213,1.122,5.152
86.5,91.5,1.213,1.122,5.152
86.5,92.5,1.213,1.122,5.152
86.5,93.5,1.213,1.123,5.155
86.5,94.5,1.215,1.124,5.159
86.5,95.5,1.215,1.125,5.161
86.5,96.5,1.216,1.125,5.163
86.5,97.5,1.217,1.127,5.168
86.5,98.5,1.219,1.130,5.178
86.5,99.5,1.220,1.130,5.180
86.5,100.5,1.221,1.132,5.185
86.5,101.5,1.222,1.133,5.189
