Country Code,Country,Sitename,Location,Status,Gross (MWe),Thermal (MWt),Load Factor (%),lat (-90 to 90),lng (-180 to 180),alt (m),IAEA url
FR,FRANCE,GOLFECH-1,AGEN,Operational,1363,3817,76.2,44.20314,0.61636,109,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=219
FR,FRANCE,GOLFECH-2,AGEN,Operational,1363,3817,76.5,44.20314,0.61636,109,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=224
FR,FRANCE,GRAVELINES-1,GRAVELINES,Operational,951,2785,69.9,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=174
FR,FRANCE,GRAVELINES-2,GRAVELINES,Operational,951,2785,73.2,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=175
FR,FRANCE,GRAVELINES-3,GRAVELINES,Operational,951,2785,73.4,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=181
FR,FRANCE,GRAVELINES-4,GRAVELINES,Operational,951,2785,75.6,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=182
FR,FRANCE,GRAVELINES-5,GRAVELINES,Operational,951,2785,75.7,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=208
FR,FRANCE,GRAVELINES-6,GRAVELINES,Operational,951,2785,77.6,50.98707,2.12554,47,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=209
FR,FRANCE,NOGENT-1,NOGENT-SUR-SEINE,Operational,1363,3817,71.7,48.49262,3.49817,113,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=215
FR,FRANCE,NOGENT-2,NOGENT-SUR-SEINE,Operational,1363,3817,74.7,48.49262,3.49817,113,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=216
FR,FRANCE,PALUEL-1,PALUEL,Operational,1382,3817,71.1,49.83236,0.62907,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=191
FR,FRANCE,PALUEL-2,PALUEL,Operational,1382,3817,70.1,49.83236,0.62907,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=192
FR,FRANCE,PALUEL-3,PALUEL,Operational,1382,3817,67.9,49.83236,0.62907,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=193
FR,FRANCE,PALUEL-4,PALUEL,Operational,1382,3817,71.1,49.83236,0.62907,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=194
FR,FRANCE,PENLY-1,PENLY,Operational,1382,3817,75.9,49.98027,1.23263,93,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=221
FR,FRANCE,PENLY-2,PENLY,Operational,1382,3817,77.2,49.98027,1.23263,93,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=222
FR,FRANCE,PHENIX,MARCOULE,Permanent Shutdown,142,345,40.5,44.14117,4.69412,98,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=162
FR,FRANCE,ST. ALBAN-1,SAINT-MAURICE-LEXIL,Operational,1381,3817,67.5,45.39706,4.77432,214,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=204
FR,FRANCE,ST. ALBAN-2,SAINT-MAURICE-LEXIL,Operational,1381,3817,67.2,45.39706,4.77432,214,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=205
FR,FRANCE,ST. LAURENT A-1,ST. LAURENT DES EAUX,Permanent Shutdown,500,1650,58.6,47.71778,1.61235,132,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=225
FR,FRANCE,ST. LAURENT A-2,ST. LAURENT DES EAUX,Permanent Shutdown,530,1475,54.1,47.71778,1.61235,132,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=229
FR,FRANCE,ST. LAURENT B-1,ST. LAURENT DES EAUX,Operational,956,2785,73,47.71778,1.61235,132,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=169
FR,FRANCE,ST. LAURENT B-2,ST. LAURENT DES EAUX,Operational,956,2785,70.6,47.71778,1.61235,132,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=177
FR,FRANCE,SUPER-PHENIX,CREYS-MALVILLE,Permanent Shutdown,1242,3000,7.9,45.74974,5.48084,275,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178
FR,FRANCE,TRICASTIN-1,PIERRELATTE,Operational,955,2785,72.9,44.37775,4.69698,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=170
FR,FRANCE,TRICASTIN-2,PIERRELATTE,Operational,955,2785,72.3,44.37775,4.69698,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=171
FR,FRANCE,TRICASTIN-3,PIERRELATTE,Operational,955,2785,75.3,44.37775,4.69698,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=179
FR,FRANCE,TRICASTIN-4,PIERRELATTE,Operational,955,2785,74.6,44.37775,4.69698,105,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=180
DE,GERMANY,AVR JUELICH,JUELICH,Permanent Shutdown,15,46,62,50.92242,6.36391,137,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=114
DE,GERMANY,BIBLIS-A,BIBLIS,Permanent Shutdown,1225,3517,63.1,49.68825,8.45306,137,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85
DE,GERMANY,BIBLIS-B,BIBLIS,Permanent Shutdown,1300,3733,66,49.68825,8.45306,137,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91
DE,GERMANY,BROKDORF,OSTERENDE,Operational,1480,3900,88.2,51.72938,10.25803,301,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=107
DE,GERMANY,BRUNSBUETTEL,BRUNSBUETTEL,Permanent Shutdown,806,2292,51.1,53.89889,9.13389,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=86
DE,GERMANY,EMSLAND,LINGEN (EMS),Operational,1400,3850,93.5,52.53214,7.32301,72,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=108
DE,GERMANY,GRAFENRHEINFELD,SCHWEINFURT,Operational,1345,3765,85.8,50.04920,10.21942,283,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=97
DE,GERMANY,GREIFSWALD-1,GREIFSWALD,Permanent Shutdown,440,1375,0,54.08655,13.39234,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=123
DE,GERMANY,GREIFSWALD-2,GREIFSWALD,Permanent Shutdown,440,1375,0,54.08655,13.39234,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=124
DE,GERMANY,GREIFSWALD-3,GREIFSWALD,Permanent Shutdown,440,1375,0,54.08655,13.39234,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=125
DE,GERMANY,GREIFSWALD-4,GREIFSWALD,Permanent Shutdown,440,1375,0,54.08655,13.39234,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=126
DE,GERMANY,GREIFSWALD-5,GREIFSWALD,Permanent Shutdown,440,1375,0,54.08655,13.39234,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=127
DE,GERMANY,GROHNDE,GROHNDE,Operational,1430,3900,90.4,52.01836,9.41986,118,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=101
DE,GERMANY,GUNDREMMINGEN-A,GUNDREMMINGEN,Permanent Shutdown,250,801,80.6,48.49871,10.40372,502,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=104
DE,GERMANY,GUNDREMMINGEN-B,GUNDREMMINGEN,Operational,1344,3840,83.7,48.49871,10.40372,502,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=100
DE,GERMANY,GUNDREMMINGEN-C,GUNDREMMINGEN,Operational,1344,3840,82,48.49871,10.40372,502,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=102
DE,GERMANY,HDR GROSSWELZHEIM,KARLSTEIN,Permanent Shutdown,27,100,0,50.04178,9.03089,159,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=134
DE,GERMANY,ISAR-1,ESSENBACH,Permanent Shutdown,912,2575,78.7,48.61278,12.21754,442,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=89
DE,GERMANY,ISAR-2,ESSENBACH,Operational,1485,3950,89.6,48.61278,12.21754,442,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=106
DE,GERMANY,KNK II,EGGENSTEIN,Permanent Shutdown,21,58,17.1,49.07888,8.39158,150,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=135
DE,GERMANY,KRUEMMEL,GEESTHACHT,Permanent Shutdown,1402,3690,65.2,53.43796,10.36117,53,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=94
DE,GERMANY,LINGEN,LINGEN,Permanent Shutdown,268,520,41.5,52.53214,7.32301,72,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=133
DE,GERMANY,MUELHEIM-KAERLICH,MULHEIM-KAERLICH,Permanent Shutdown,1302,3760,76.4,50.38737,7.49522,154,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=96
DE,GERMANY,MZFR,KARLSRUHE,Permanent Shutdown,57,200,70.6,49.00915,8.37994,163,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=93
DE,GERMANY,NECKARWESTHEIM-1,NECKARWESTHEIM,Permanent Shutdown,840,2497,76.8,49.04609,9.19086,282,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=88
DE,GERMANY,NECKARWESTHEIM-2,NECKARWESTHEIM,Operational,1400,3850,92.1,49.04609,9.19086,282,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=119
DE,GERMANY,NIEDERAICHBACH,NIEDERAICHBACH,Permanent Shutdown,106,321,1.1,48.61035,12.31911,425,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=84
DE,GERMANY,OBRIGHEIM,OBRIGHEIM,Permanent Shutdown,357,1050,81.3,49.35208,9.09246,216,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=121
DE,GERMANY,PHILIPPSBURG-1,PHILIPPSBURG,Permanent Shutdown,926,2575,76.8,49.23525,8.45804,146,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=87
DE,GERMANY,PHILIPPSBURG-2,PHILIPPSBURG,Operational,1468,3950,87.7,49.23525,8.45804,146,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=98
DE,GERMANY,RHEINSBERG,GRANSEE,Permanent Shutdown,70,265,0,53.00470,13.15595,102,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=122
DE,GERMANY,STADE,STADE,Permanent Shutdown,672,1900,82.7,53.59286,9.47095,51,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=83
DE,GERMANY,THTR-300,HAMM-UENTROP,Permanent Shutdown,308,760,41.3,51.69132,7.93992,112,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=92
DE,GERMANY,UNTERWESER,STADLAND,Permanent Shutdown,1410,3900,79.4,53.42823,8.47645,40,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=90
DE,GERMANY,VAK KAHL,KAHL,Permanent Shutdown,16,60,58.3,50.07439,9.00714,161,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=82
DE,GERMANY,WUERGASSEN,WUERGASSEN,Permanent Shutdown,670,1912,62.2,49.25875,6.81264,263,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=136
HU,HUNGARY,PAKS-1,PAKS,Operational,500,1485,87,46.60607,18.85468,138,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=278
HU,HUNGARY,PAKS-2,PAKS,Operational,500,1485,81.6,46.60607,18.85468,138,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=279
HU,HUNGARY,PAKS-3,PAKS,Operational,500,1485,87,46.60607,18.85468,138,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=280
HU,HUNGARY,PAKS-4,PAKS,Operational,500,1485,89.1,46.60607,18.85468,138,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=281
IN,INDIA,KAIGA-1,KAIGA,Operational,220,801,68.4,14.86614,74.43937,-24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=289
IN,INDIA,KAIGA-2,KAIGA,Operational,220,801,68.6,14.86614,74.43937,-24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=290
IN,INDIA,KAIGA-3,KAIGA,Operational,220,800,54.8,14.86614,74.43937,-24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=291
IN,INDIA,KAIGA-4,KAIGA,Operational,220,800,68,14.86614,74.43937,-24,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=292
IN,INDIA,KAKRAPAR-1,SURAT,Operational,220,801,61.8,21.19500,72.81944,-49,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=308
IN,INDIA,KAKRAPAR-2,SURAT,Operational,220,801,73.7,21.19500,72.81944,-49,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=286
IN,INDIA,KAKRAPAR-3,SURAT,Under Construction,700,2166,0,21.19500,72.81944,-50,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=986
IN,INDIA,KAKRAPAR-4,SURAT,Under Construction,700,2166,0,21.19500,72.81944,-50,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=987
IN,INDIA,KUDANKULAM-1,Tirunellveli-Kattabomman,Operational,1000,3000,0,8.73300,77.70000,-35,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=852
IN,INDIA,KUDANKULAM-2,Tirunellveli-Kattabomman,Under Construction,1000,3000,0,8.73300,77.70000,-35,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=853
IN,INDIA,MADRAS-1,MADRAS,Operational,220,801,51,13.05241,80.25082,-83,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=304
IN,INDIA,MADRAS-2,MADRAS,Operational,220,801,54.6,13.05241,80.25082,-83,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=305
IN,INDIA,NARORA-1,NARORA,Operational,220,801,52.7,27.52926,78.44677,117,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=306
IN,INDIA,NARORA-2,NARORA,Operational,220,801,56,27.52926,78.44677,117,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=307
IN,INDIA,PFBR,MADRAS,Under Construction,500,1253,0,13.05241,80.25082,-95,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=859
IN,INDIA,RAJASTHAN-1,KOTA,Operational,100,346,19.3,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=302
IN,INDIA,RAJASTHAN-2,KOTA,Operational,200,693,54.7,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=303
IN,INDIA,RAJASTHAN-3,KOTA,Operational,220,801,74.6,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=287
IN,INDIA,RAJASTHAN-4,KOTA,Operational,220,801,75.6,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=288
IN,INDIA,RAJASTHAN-5,KOTA,Operational,220,801,94.9,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=295
IN,INDIA,RAJASTHAN-6,KOTA,Operational,220,801,79.9,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=297
IN,INDIA,RAJASTHAN-7,KOTA,Under Construction,700,2177,0,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=298
IN,INDIA,RAJASTHAN-8,KOTA,Under Construction,700,2177,0,25.21382,75.86475,200,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=299
IN,INDIA,TARAPUR-1,BOISAR,Operational,160,530,62.9,19.80000,72.75000,-56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=285
IN,INDIA,TARAPUR-2,BOISAR,Operational,160,530,63.2,19.80000,72.75000,-56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=296
IN,INDIA,TARAPUR-3,BOISAR,Operational,540,1730,67.7,19.80000,72.75000,-56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=300
IN,INDIA,TARAPUR-4,BOISAR,Operational,540,1730,57.8,19.80000,72.75000,-56,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=301
IR,"IRAN, ISLAMIC REPUBLIC OF",BUSHEHR-1,HALILEH,Operational,1000,3000,95.4,28.82993,50.88556,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=310
IT,ITALY,CAORSO,CAORSO,Permanent Shutdown,882,2651,36.7,45.04798,9.87476,81,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=327
IT,ITALY,ENRICO FERMI,TRINO VERCELLESE,Permanent Shutdown,270,870,45.3,45.19431,8.29661,176,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=326
IT,ITALY,GARIGLIANO,SESSA AURUNEA,Permanent Shutdown,160,506,39,41.23833,13.93259,235,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=325
IT,ITALY,LATINA,BORGO SABOTINO,Permanent Shutdown,160,660,70.3,41.42966,12.82159,55,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=318
JP,JAPAN,FUGEN ATR,TSURUGA,Permanent Shutdown,165,557,61.9,35.64524,136.05544,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=345
JP,JAPAN,FUKUSHIMA-DAIICHI-1,OHKUMA-MACHI,Permanent Shutdown,460,1380,53.3,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=377
JP,JAPAN,FUKUSHIMA-DAIICHI-2,OHKUMA-MACHI,Permanent Shutdown,784,2381,60.8,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=389
JP,JAPAN,FUKUSHIMA-DAIICHI-3,OHKUMA-MACHI,Permanent Shutdown,784,2381,65.3,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=334
JP,JAPAN,FUKUSHIMA-DAIICHI-4,OHKUMA-MACHI,Permanent Shutdown,784,2381,70,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=340
JP,JAPAN,FUKUSHIMA-DAIICHI-5,OHKUMA-MACHI,Permanent Shutdown,784,2381,65.5,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=341
JP,JAPAN,FUKUSHIMA-DAIICHI-6,OHKUMA-MACHI,Permanent Shutdown,1100,3293,64.2,37.42169,141.03260,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=342
JP,JAPAN,FUKUSHIMA-DAINI-1,NARAHA-MACHI,Operational,1100,3293,68.8,37.28250,140.99361,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=350
JP,JAPAN,FUKUSHIMA-DAINI-2,NARAHA-MACHI,Operational,1100,3293,67.5,37.28250,140.99361,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=351
JP,JAPAN,FUKUSHIMA-DAINI-3,NARAHA-MACHI,Operational,1100,3293,60.4,37.28250,140.99361,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=361
JP,JAPAN,FUKUSHIMA-DAINI-4,NARAHA-MACHI,Operational,1100,3293,64.5,37.28250,140.99361,69,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=364
JP,JAPAN,GENKAI-1,GENKAI-CHO,Operational,559,1650,70.8,33.47218,129.87470,134,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=336
JP,JAPAN,GENKAI-2,GENKAI-CHO,Operational,559,1650,74.8,33.47218,129.87470,134,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=352
JP,JAPAN,GENKAI-3,GENKAI-CHO,Operational,1180,3423,73.2,33.47218,129.87470,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=372
JP,JAPAN,GENKAI-4,GENKAI-CHO,Operational,1180,3423,76.3,33.47218,129.87470,180,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=373
JP,JAPAN,HAMAOKA-1,OMAEZAKI-SHI,Permanent Shutdown,540,1593,47.9,34.63799,138.12813,61,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=335
JP,JAPAN,HAMAOKA-2,OMAEZAKI-SHI,Permanent Shutdown,840,2436,59.6,34.63799,138.12813,61,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=349
JP,JAPAN,HAMAOKA-3,OMAEZAKI-SHI,Operational,1100,3293,68.8,34.63799,138.12813,61,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=362
JP,JAPAN,HAMAOKA-4,OMAEZAKI-SHI,Operational,1137,3293,69.4,34.63799,138.12813,51,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=376
JP,JAPAN,HAMAOKA-5,OMAEZAKI-SHI,Operational,1380,3926,34.2,34.63799,138.12813,51,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=843
JP,JAPAN,HIGASHI DORI-1 (TOHOKU),Higashidori-mura,Operational,1100,3293,52.3,41.27779,141.32894,133,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=841
JP,JAPAN,IKATA-1,IKATA-CHO,Operational,566,1650,73.5,33.48857,132.35401,150,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=348
JP,JAPAN,IKATA-2,IKATA-CHO,Operational,566,1650,77.2,33.48857,132.35401,150,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=358
JP,JAPAN,IKATA-3,IKATA-CHO,Operational,890,2660,76.6,33.48857,132.35401,209,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=374
JP,JAPAN,JPDR,TOKAI-MURA,Permanent Shutdown,13,90,0,36.47288,140.56630,64,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=333
JP,JAPAN,KASHIWAZAKI KARIWA-1,KASHIWAZAKI-SHI,Operational,1100,3293,59.6,37.37190,138.55898,49,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=359
JP,JAPAN,KASHIWAZAKI KARIWA-2,KASHIWAZAKI-SHI,Operational,1100,3293,53.6,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=365
JP,JAPAN,KASHIWAZAKI KARIWA-3,KASHIWAZAKI-SHI,Operational,1100,3293,51.1,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=380
JP,JAPAN,KASHIWAZAKI KARIWA-4,KASHIWAZAKI-SHI,Operational,1100,3293,49.4,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=381
JP,JAPAN,KASHIWAZAKI KARIWA-5,KASHIWAZAKI-SHI,Operational,1100,3293,60.8,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=367
JP,JAPAN,KASHIWAZAKI KARIWA-6,KASHIWAZAKI-SHI,Operational,1356,3926,65.7,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=383
JP,JAPAN,KASHIWAZAKI KARIWA-7,KASHIWAZAKI-SHI,Operational,1356,3926,60,37.37190,138.55898,39,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=384
JP,JAPAN,MIHAMA-1,MIHAMA,Operational,340,1031,49.8,35.70348,135.96358,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=366
JP,JAPAN,MIHAMA-2,MIHAMA,Operational,500,1456,59.5,35.70348,135.96358,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=386
JP,JAPAN,MIHAMA-3,MIHAMA,Operational,826,2440,66.6,35.70348,135.96358,0,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=338
JP,JAPAN,MONJU,TSURUGA,Long-term Shutdown,280,714,0,35.64524,136.05544,42,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=357
JP,JAPAN,OHI-1,OHI,Operational,1175,3423,62.4,33.36981,130.88767,226,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=339
JP,JAPAN,OHI-2,OHI,Operational,1175,3423,69.2,33.36981,130.88767,226,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=343
JP,JAPAN,OHI-3,OHI,Operational,1180,3423,77,33.36981,130.88767,314,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=378
JP,JAPAN,OHI-4,OHI,Operational,1180,3423,81.9,33.36981,130.88767,314,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=379
JP,JAPAN,OHMA,OHMA,Under Construction,1383,3926,0,41.52831,140.90734,4,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=867
JP,JAPAN,ONAGAWA-1,"ONAGAWA, ISHINOMAKI",Operational,524,1593,61,38.44973,141.44309,124,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=347
JP,JAPAN,ONAGAWA-2,"ONAGAWA, ISHINOMAKI",Operational,825,2436,62,38.44973,141.44309,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=382
JP,JAPAN,ONAGAWA-3,"ONAGAWA, ISHINOMAKI",Operational,825,2436,52.9,38.44973,141.44309,208,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=385
JP,JAPAN,SENDAI-1,SATSUMASENDAI,Operational,890,2660,76.2,31.81352,130.30424,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=353
JP,JAPAN,SENDAI-2,SATSUMASENDAI,Operational,890,2660,78,31.81352,130.30424,46,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=363
JP,JAPAN,SHIKA-1,SHIKA-MACHI,Operational,530,1593,61.3,37.00631,136.77801,54,http://www.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=375
